1606264502	10	9	19
1606264512	60	49	128
1606264522	103	101	231
1606264532	162	141	324
1606264542	202	198	425
1606264552	247	247	533
1606264562	282	302	637
1606264572	338	351	729
1606264582	381	398	834
1606264592	426	450	928
1606264602	480	497	1019
1606264612	543	543	1105
1606264622	599	581	1204
1606264632	639	637	1304
1606264642	696	684	1400
1606264652	747	730	1502
1606264662	793	781	1600
1606264672	844	831	1702
1606264682	901	875	1789
1606264692	946	927	1888
1606264702	980	963	1966
1606264712	1027	1009	2066
1606264722	1077	1051	2172
1606264732	1124	1102	2274
1606264742	1196	1148	2355
1606264752	1233	1201	2451
1606264762	1282	1246	2548
1606264772	1319	1297	2651
1606264782	1365	1345	2753
1606264792	1414	1391	2851
1606264802	1463	1432	2952
1606264812	1513	1479	3043
1606264822	1560	1528	3139
1606264832	1599	1580	3245
1606264842	1654	1623	3337
1606264852	1700	1675	3432
1606264862	1750	1728	3523
1606264872	1803	1777	3622
1606264882	1858	1823	3712
1606264892	1902	1870	3807
1606264902	1952	1909	3889
1606264912	2002	1952	3973
1606264922	2051	1993	4056
1606264932	2092	2029	4136
1606264942	2134	2075	4226
1606264952	2167	2108	4297
1606264962	2218	2149	4387
1606264972	2261	2196	4482
1606264982	2302	2244	4572
1606264992	2355	2290	4661
1606265002	2393	2325	4725
1606265012	2418	2357	4785
1606265022	2453	2392	4851
1606265032	2501	2434	4940
1606265042	2547	2480	5032
1606265052	2588	2525	5115
1606265062	2640	2567	5197
1606265072	2689	2604	5278
1606265082	2731	2654	5363
1606265092	2780	2696	5445
1606265102	2830	2736	5522
1606265112	2868	2778	5615
1606265122	2906	2825	5711
1606265132	2947	2869	5800
1606265142	2985	2918	5888
1606265152	3025	2972	5979
1606265162	3070	3011	6057
1606265172	3115	3048	6138
1606265182	3156	3085	6227
1606265192	3197	3129	6323
1606265202	3248	3164	6416
1606265212	3294	3207	6493
1606265222	3346	3251	6579
1606265232	3397	3300	6660
1606265242	3438	3351	6745
1606265252	3469	3399	6842
1606265262	3521	3442	6931
1606265272	3566	3477	7016
1606265282	3607	3524	7102
1606265292	3652	3568	7186
1606265302	3681	3600	7247
1606265312	3719	3642	7340
1606265322	3760	3684	7434
1606265332	3807	3727	7529
1606265343	3853	3769	7621
1606265352	3899	3813	7696
1606265362	3949	3854	7772
1606265372	3994	3900	7851
1606265382	4037	3940	7940
1606265392	4073	3987	8028
1606265402	4109	4033	8118
1606265412	4151	4081	8203
1606265422	4196	4125	8286
1606265432	4239	4163	8379
1606265442	4272	4207	8470
1606265452	4308	4256	8557
1606265462	4342	4299	8649
1606265472	4387	4341	8728
1606265482	4435	4380	8798
1606265492	4484	4425	8882
1606265502	4529	4470	8963
1606265513	4565	4515	9055
1606265522	4605	4563	9142
1606265532	4653	4610	9225
1606265542	4702	4655	9308
1606265552	4753	4699	9396
1606265562	4798	4746	9479
1606265572	4845	4791	9566
1606265582	4895	4833	9652
1606265593	4927	4887	9744
1606265602	4962	4910	9807
1606265612	4997	4968	9904
1606265622	5045	5007	9993
1606265632	5079	5052	10093
1606265643	5124	5096	10181
1606265653	5174	5136	10277
1606265662	5218	5182	10365
1606265672	5257	5232	10450
1606265683	5312	5269	10537
1606265692	5365	5308	10614
1606265703	5414	5348	10703
1606265713	5454	5401	10790
1606265723	5506	5438	10876
1606265733	5561	5481	10952
1606265743	5606	5527	11043
1606265753	5651	5575	11127
1606265763	5694	5619	11213
1606265773	5737	5659	11304
1606265783	5794	5704	11391
1606265793	5828	5748	11474
1606265803	5865	5784	11567
1606265813	5908	5822	11653
1606265823	5948	5861	11738
1606265833	5993	5904	11828
1606265843	6050	5941	11917
1606265853	6099	5979	11996
1606265863	6144	6005	12068
1606265873	6177	6037	12137
1606265883	6216	6085	12227
1606265893	6272	6126	12304
1606265903	6306	6159	12371
1606265913	6346	6202	12466
1606265923	6391	6251	12552
1606265933	6434	6291	12636
1606265943	6479	6342	12728
1606265953	6513	6389	12828
1606265963	6564	6432	12902
1606265973	6610	6469	12992
1606265983	6651	6520	13082
1606265993	6698	6566	13167
1606266003	6735	6611	13261
1606266013	6780	6651	13344
1606266023	6825	6694	13429
1606266033	6864	6737	13517
1606266043	6907	6782	13601
1606266053	6938	6829	13692
1606266063	6992	6869	13770
1606266073	7040	6917	13850
1606266083	7085	6955	13933
1606266093	7125	6998	14021
1606266103	7185	7037	14098
1606266113	7230	7080	14181
1606266123	7258	7105	14235
1606266133	7281	7130	14280
1606266143	7306	7159	14334
1606266153	7340	7191	14403
1606266163	7388	7232	14482
1606266173	7433	7275	14565
1606266183	7470	7322	14657
1606266193	7510	7363	14750
1606266203	7530	7397	14808
1606266213	7583	7441	14890
1606266223	7617	7483	14970
1606266233	7659	7524	15062
1606266243	7703	7562	15142
1606266253	7744	7608	15232
1606266263	7790	7655	15315
1606266273	7834	7699	15400
1606266283	7881	7744	15493
1606266293	7925	7786	15592
1606266303	7958	7832	15691
1606266313	8006	7874	15774
1606266323	8048	7916	15862
1606266333	8085	7964	15955
1606266343	8128	8013	16040
1606266353	8169	8067	16131
1606266363	8222	8113	16211
1606266373	8271	8151	16296
1606266383	8319	8195	16383
1606266393	8361	8250	16473
1606266403	8406	8292	16557
1606266413	8437	8344	16651
1606266423	8483	8387	16752
1606266433	8529	8425	16836
1606266443	8571	8476	16927
1606266453	8608	8528	17012
1606266463	8646	8578	17104
1606266473	8688	8622	17203
1606266483	8730	8671	17292
1606266493	8787	8703	17370
1606266503	8818	8737	17433
1606266513	8863	8786	17525
1606266523	8910	8828	17607
1606266533	8948	8871	17704
1606266543	8988	8919	17791
1606266553	9039	8958	17879
1606266563	9082	8997	17970
1606266573	9131	9039	18054
1606266583	9186	9081	18133
1606266593	9227	9128	18226
1606266603	9262	9176	18310
1606266613	9307	9223	18398
1606266623	9345	9272	18491
1606266633	9397	9309	18578
1606266643	9442	9350	18667
1606266653	9500	9390	18747
1606266663	9551	9431	18841
1606266673	9602	9478	18925
1606266683	9647	9513	19014
1606266693	9698	9553	19105
1606266703	9737	9600	19190
1606266713	9778	9644	19276
1606266723	9824	9685	19347
1606266733	9845	9733	19433
1606266743	9894	9779	19524
1606266753	9949	9818	19607
1606266763	9994	9861	19682
1606266773	10033	9904	19771
1606266783	10074	9951	19858
1606266793	10122	9997	19946
1606266803	10159	10030	20005
1606266813	10206	10081	20091
1606266823	10261	10111	20175
1606266833	10302	10157	20264
1606266843	10343	10204	20351
1606266853	10384	10242	20438
1606266863	10413	10295	20542
1606266873	10458	10345	20629
1606266883	10517	10390	20720
1606266893	10566	10429	20805
1606266903	10620	10477	20900
1606266913	10663	10520	20987
1606266923	10710	10560	21079
1606266934	10757	10605	21171
1606266943	10807	10642	21248
1606266953	10859	10689	21350
1606266963	10909	10734	21441
1606266973	10954	10775	21520
1606266983	10999	10823	21605
1606266993	11049	10873	21689
1606267003	11101	10920	21778
1606267013	11141	10958	21868
1606267023	11200	11002	21947
1606267033	11251	11039	22035
1606267043	11298	11087	22128
1606267053	11349	11136	22211
1606267063	11394	11183	22312
1606267073	11433	11232	22406
1606267083	11478	11276	22491
1606267093	11526	11318	22583
1606267103	11557	11355	22645
1606267113	11597	11407	22748
1606267123	11642	11459	22844
1606267133	11695	11502	22928
1606267143	11736	11551	23028
1606267153	11781	11590	23112
1606267163	11831	11639	23203
1606267173	11885	11681	23292
1606267183	11936	11723	23386
1606267193	11978	11763	23472
1606267203	12039	11800	23558
1606267213	12071	11849	23660
1606267223	12114	11894	23752
1606267233	12149	11944	23844
1606267243	12215	11980	23928
1606267253	12268	12029	24027
1606267263	12318	12081	24113
1606267273	12371	12125	24203
1606267283	12415	12173	24305
1606267293	12473	12225	24394
1606267303	12514	12272	24488
1606267313	12573	12311	24580
1606267323	12614	12365	24681
1606267333	12650	12411	24789
1606267343	12705	12452	24887
1606267353	12741	12502	24988
1606267363	12783	12558	25087
1606267373	12835	12603	25186
1606267383	12881	12651	25277
1606267394	12897	12669	25303
1606267403	12924	12703	25368
1606267413	12981	12751	25461
1606267423	13016	12802	25561
1606267433	13063	12844	25659
1606267443	13122	12883	25759
1606267453	13170	12930	25839
1606267463	13218	12980	25930
1606267473	13259	13032	26019
1606267483	13305	13072	26119
1606267493	13348	13122	26210
1606267503	13404	13174	26301
1606267513	13452	13218	26399
1606267524	13504	13264	26479
1606267533	13558	13301	26569
1606267543	13617	13345	26656
1606267553	13664	13392	26749
1606267563	13706	13439	26840
1606267573	13751	13483	26934
1606267583	13797	13532	27019
1606267593	13837	13583	27111
1606267603	13882	13631	27198
1606267613	13936	13670	27282
1606267623	13978	13723	27383
1606267633	14020	13766	27484
1606267643	14065	13800	27573
1606267654	14110	13844	27655
1606267663	14162	13884	27745
1606267673	14202	13936	27848
1606267683	14252	13985	27934
1606267693	14301	14030	28013
1606267703	14331	14068	28097
1606267713	14374	14117	28206
1606267723	14407	14168	28303
1606267733	14453	14212	28403
1606267743	14502	14261	28495
1606267753	14544	14310	28587
1606267763	14589	14360	28684
1606267773	14647	14401	28782
1606267783	14688	14451	28889
1606267793	14736	14498	28983
1606267803	14783	14540	29076
1606267813	14823	14584	29159
1606267823	14881	14631	29252
1606267833	14927	14684	29340
1606267843	14978	14727	29418
1606267853	15028	14770	29508
1606267863	15083	14814	29596
1606267873	15127	14858	29679
1606267883	15180	14900	29770
1606267893	15220	14948	29867
1606267903	15263	14995	29963
1606267913	15311	15045	30052
1606267923	15357	15093	30138
1606267933	15401	15138	30227
1606267943	15456	15180	30317
1606267953	15493	15227	30404
1606267963	15544	15270	30488
1606267973	15593	15316	30577
1606267983	15637	15364	30661
1606267993	15671	15417	30772
1606268003	15709	15449	30844
1606268014	15753	15498	30940
1606268023	15794	15538	31028
1606268033	15831	15592	31117
1606268043	15874	15637	31207
1606268053	15914	15678	31300
1606268064	15954	15723	31389
1606268073	15997	15771	31487
1606268083	16046	15814	31579
1606268093	16085	15853	31669
1606268103	16125	15901	31763
1606268113	16170	15947	31859
1606268123	16208	15988	31951
1606268133	16265	16030	32033
1606268143	16294	16081	32139
1606268153	16350	16121	32222
1606268163	16402	16164	32309
1606268173	16449	16212	32398
1606268183	16496	16263	32489
1606268193	16544	16305	32578
1606268203	16581	16355	32688
1606268213	16621	16401	32779
1606268223	16671	16449	32876
1606268234	16712	16491	32968
1606268243	16751	16537	33056
1606268254	16794	16586	33143
1606268264	16837	16629	33230
1606268274	16885	16679	33326
1606268284	16928	16719	33405
1606268294	16968	16760	33498
1606268304	16997	16788	33570
